disaster_number,region,state,area_declarations,ih_program_declarations,ia_program_declarations,ia_or_ih_program_declarations,pa_program_declarations,hm_program_declarations,ih_declared,ia_declared,ia_or_ih_declared,pa_declared,hm_declared,min_declaration_date,max_close_out_date,square_miles_in_declared_area,censored_sqaure_miles,pa_projects,pa_applicants,pa_amount,pa_federal_share_obligated,pa_total_obligated,ia_registrations,ia_valid_call_center_registrations,ia_valid_web_registrations,ia_valid_mobile_registrations,ia_ihp_referrals,ia_ihp_eligible,ia_ihp_amount,ia_ha_referrals,ia_ha_eligible,ia_ha_amount,ia_ona_referrals,ia_ona_eligible,ia_ona_amount,ia_amount,hm_number_of_properties,hm_projects,hm_number_of_final_properties,hm_project_amount,total_amount,right_censored_total_amount,log_total_amount,scaled_log_total_amount,year,month,nonzero_pa_projects,nonzero_ia_registrations
86,7,IA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1958-07-05,1960-09-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1958,7,NA,NA
87,4,NC,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1958-10-01,1960-12-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1958,10,NA,NA
88,7,KS,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1958-11-06,1961-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1958,11,NA,NA
89,3,PA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1959-01-23,1962-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1959,1,NA,NA
90,5,OH,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1959-01-23,1963-02-26,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1959,1,NA,NA
91,5,IN,1,0,1,1,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,1959-01-29,1960-11-01,360.32,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1959,1,NA,NA
92,6,OK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1959-07-08,1961-05-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1959,7,NA,NA
93,6,TX,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1959-07-08,1961-01-27,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1959,7,NA,NA
94,9,HI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1959-08-16,1961-02-27,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1959,8,NA,NA
95,6,OK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1959-11-09,1961-05-19,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1959,11,NA,NA
96,9,HI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-01-21,1961-06-09,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,1,NA,NA
97,4,FL,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-03-23,1962-03-20,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,3,NA,NA
98,7,NE,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-04-04,1962-03-20,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,4,NA,NA
99,8,SD,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-04-08,1961-11-02,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,4,NA,NA
100,7,MO,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-04-20,1962-03-20,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,4,NA,NA
101,9,HI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-05-25,1962-08-13,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,5,NA,NA
102,6,AR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-05-28,1962-07-23,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,5,NA,NA
103,6,TX,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-07-15,1962-10-04,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,7,NA,NA
104,6,OK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-07-15,1962-03-20,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,7,NA,NA
105,10,ID,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-07-22,1961-09-20,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,7,NA,NA
106,4,FL,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-09-12,1962-05-24,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,9,NA,NA
107,4,NC,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1960-09-16,1962-03-30,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1960,9,NA,NA
108,4,MS,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-02-27,1962-08-23,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,2,NA,NA
109,4,AL,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-02-27,1962-08-22,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,2,NA,NA
110,4,GA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-03-02,1962-07-17,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,3,NA,NA
111,7,IA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-03-31,1962-10-23,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,3,NA,NA
112,6,AR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-05-16,1966-01-26,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,5,NA,NA
113,5,IN,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-05-20,1963-08-29,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,5,NA,NA
114,7,MO,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-05-27,1962-12-31,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,5,NA,NA
115,5,IL,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-05-27,1963-10-14,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,5,NA,NA
116,10,ID,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-06-26,1963-04-03,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,6,NA,NA
117,3,WV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-07-23,1963-03-22,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,7,NA,NA
118,6,TX,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-09-16,1964-05-04,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,9,NA,NA
119,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1961-11-16,1963-08-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1961,11,NA,NA
120,10,ID,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-02-14,1964-02-19,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,2,NA,NA
121,9,NV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-02-22,1967-08-29,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,2,NA,NA
122,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-03-06,1964-02-03,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,3,NA,NA
123,3,VA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-03-09,1964-06-18,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,3,NA,NA
124,2,NJ,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-03-09,1969-10-20,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,3,NA,NA
125,3,WV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-03-09,1964-06-23,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,3,NA,NA
126,3,DE,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-03-09,1964-02-24,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,3,NA,NA
127,3,MD,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-03-09,1963-12-19,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,3,NA,NA
128,4,KY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-03-12,1964-11-09,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,3,NA,NA
129,2,NY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-03-16,1964-11-09,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,3,NA,NA
130,4,NC,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-03-16,1963-10-14,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,3,NA,NA
131,7,NE,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-05-10,1964-02-28,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,5,NA,NA
132,8,SD,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-07-27,1964-01-06,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,7,NA,NA
133,7,IA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-09-05,1964-06-23,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,9,NA,NA
134,7,NE,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-09-05,1964-03-26,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,9,NA,NA
135,4,MS,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-10-10,1970-06-02,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,10,NA,NA
136,10,OR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-10-16,1964-03-03,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,10,NA,NA
137,10,WA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-10-20,1964-06-29,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,10,NA,NA
138,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-10-24,1964-12-03,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,10,NA,NA
139,6,LA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-11-05,1963-07-12,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,11,NA,NA
140,9,GU,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-11-12,1967-12-26,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,11,NA,NA
141,4,FL,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1962-12-17,1964-02-28,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1962,12,NA,NA
142,9,NV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-02-14,1964-11-06,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,2,NA,NA
143,10,ID,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-02-14,1965-04-12,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,2,NA,NA
144,10,OR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-02-25,1964-02-28,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,2,NA,NA
145,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-02-25,1965-07-09,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,2,NA,NA
146,10,WA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-03-02,1965-03-18,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,3,NA,NA
147,3,WV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-03-13,1969-08-08,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,3,NA,NA
148,4,KY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-03-13,1972-10-04,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,3,NA,NA
149,3,VA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-03-21,1965-07-09,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,3,NA,NA
150,4,GA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-03-26,1964-04-22,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,3,NA,NA
151,4,TN,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-03-27,1964-07-06,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,3,NA,NA
152,9,HI,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-04-24,1965-03-05,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,4,NA,NA
153,9,GU,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-04-30,1967-07-26,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,4,NA,NA
154,9,FM,1,0,1,1,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,1963-04-30,1967-09-27,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,TRUE,NA,NA,1963,4,NA,NA
155,8,WY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-07-04,1964-12-03,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,7,NA,NA
156,7,NE,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-07-17,1965-04-12,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,7,NA,NA
157,6,AR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-08-02,1966-06-27,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,8,NA,NA
158,2,NY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-08-23,1965-08-23,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,8,NA,NA
159,6,TX,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-09-24,1966-01-28,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,9,NA,NA
160,1,VT,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-11-27,1964-06-18,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,11,NA,NA
161,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1963-12-21,1965-06-19,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1963,12,NA,NA
162,5,IN,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1964-03-17,1966-12-16,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1964,3,NA,NA
163,4,KY,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1964-03-17,1971-03-01,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1964,3,NA,NA
164,1,VT,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1964-03-17,1966-01-28,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1964,3,NA,NA
165,3,WV,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1964-03-20,1966-07-27,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1964,3,NA,NA
166,6,AR,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1964-03-20,1966-02-07,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1964,3,NA,NA
167,5,OH,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1964-03-24,1967-03-24,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1964,3,NA,NA
168,10,AK,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1964-03-28,1971-06-17,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1964,3,NA,NA
169,9,CA,1,0,1,1,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1964-04-01,1967-01-19,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,1964,4,NA,NA
